,date,text
36,"May 15, 2001","For immediate releaseThe Federal Open Market Committee at its meeting today decided to lower its target for the federal funds rate by 50 basis points to 4 percent. In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 3-1/2 percent.  A significant reduction in excess inventories seems well advanced. Consumption and housing expenditures have held up reasonably well, though activity in these areas has flattened recently. Investment in capital equipment, however, has continued to decline. The erosion in current and prospective profitability, in combination with considerable uncertainty about the business outlook, seems likely to hold down capital spending going forward. This potential restraint, together with the possible effects of earlier reductions in equity wealth on consumption and the risk of slower growth abroad, continues to weigh on the economy.   With pressures on labor and product markets easing, inflation is expected to remain contained.  Although measured productivity growth stalled in the first quarter, the impressive underlying rate of increase that developed in recent years appears to be largely intact, supporting longer-term prospects.The Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.  In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of New York, Richmond, Chicago, St. Louis and San Francisco.The Federal Open Market Committee at its meeting today decided to lower its target for the federal funds rate by 50 basis points to 4 percent. In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 3-1/2 percent.  A significant reduction in excess inventories seems well advanced. Consumption and housing expenditures have held up reasonably well, though activity in these areas has flattened recently. Investment in capital equipment, however, has continued to decline. The erosion in current and prospective profitability, in combination with considerable uncertainty about the business outlook, seems likely to hold down capital spending going forward. This potential restraint, together with the possible effects of earlier reductions in equity wealth on consumption and the risk of slower growth abroad, continues to weigh on the economy.   With pressures on labor and product markets easing, inflation is expected to remain contained.  Although measured productivity growth stalled in the first quarter, the impressive underlying rate of increase that developed in recent years appears to be largely intact, supporting longer-term prospects.The Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.  In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of New York, Richmond, Chicago, St. Louis and San Francisco.2001 Monetary policy "
37,"June 27, 2001","For immediate releaseThe Federal Open Market Committee at its meeting today decided to lower its target for the federal funds rate by 25 basis points to 3-3/4 percent.  In a related action, the Board of Governors approved a 25 basis point reduction in the discount rate to 3-1/4 percent.  Today's action by the FOMC brings the decline in the target federal funds rate since the beginning of the year to 275 basis points.  The patterns evident in recent months--declining profitability and business capital spending, weak expansion of consumption, and slowing growth abroad--continue to weigh on the economy.  The associated easing of pressures on labor and product markets is expected to keep inflation contained.Although continuing favorable trends bolster long-term prospects for productivity growth and the economy, the Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.  In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Atlanta, Chicago, Dallas and San Francisco.2001 Monetary policy  Home | News and eventsAccessibilityLast update: June 27, 2001The Federal Open Market Committee at its meeting today decided to lower its target for the federal funds rate by 25 basis points to 3-3/4 percent.  In a related action, the Board of Governors approved a 25 basis point reduction in the discount rate to 3-1/4 percent.  Today's action by the FOMC brings the decline in the target federal funds rate since the beginning of the year to 275 basis points.  The patterns evident in recent months--declining profitability and business capital spending, weak expansion of consumption, and slowing growth abroad--continue to weigh on the economy.  The associated easing of pressures on labor and product markets is expected to keep inflation contained.Although continuing favorable trends bolster long-term prospects for productivity growth and the economy, the Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.  In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Atlanta, Chicago, Dallas and San Francisco.2001 Monetary policy "
38,"August 21, 2001","For immediate release		The Federal Open Market Committee at its meeting today decided to lower its target for the federal funds rate by 25 basis points to 3-1/2 percent. In a related action, the Board of Governors approved a 25 basis point reduction in the discount rate to 3 percent. Today's action by the FOMC brings the decline in the target federal funds rate since the beginning of the year to 300 basis points. 	Household demand has been sustained, but business profits and capital spending continue to weaken and growth abroad is slowing, weighing on the U.S. economy.  The associated easing of pressures on labor and product markets is expected to keep inflation contained.	Although long-term prospects for productivity growth and the economy remain favorable, the Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.  	In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Richmond, Chicago, Kansas City and Dallas. 2001 Monetary policy  Home | News and eventsAccessibilityLast update: August 21, 2001		The Federal Open Market Committee at its meeting today decided to lower its target for the federal funds rate by 25 basis points to 3-1/2 percent. In a related action, the Board of Governors approved a 25 basis point reduction in the discount rate to 3 percent. Today's action by the FOMC brings the decline in the target federal funds rate since the beginning of the year to 300 basis points. 	Household demand has been sustained, but business profits and capital spending continue to weaken and growth abroad is slowing, weighing on the U.S. economy.  The associated easing of pressures on labor and product markets is expected to keep inflation contained.	Although long-term prospects for productivity growth and the economy remain favorable, the Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.  	In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Richmond, Chicago, Kansas City and Dallas. 2001 Monetary policy "
39,"September 17, 2001","For immediate releaseThe Federal Open Market Committee decided today to lower its target for the federal funds rate by 50 basis points to 3 percent.  In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 2-1/2 percent.  The Federal Reserve will continue to supply unusually large volumes of liquidity to the financial markets, as needed, until more normal market functioning is restored.  As a consequence, the FOMC recognizes that the actual federal funds rate may be below its target on occasion in these unusual circumstances.	Even before the tragic events of last week, employment, production, and business spending remained weak, and last week's events have the potential to damp spending further.Nonetheless, the long-term prospects for productivity growth and the economy remain favorable and should become evident once the unusual forces restraining demand abate. For the foreseeable future, the Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness.	In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Richmond, Chicago, Minneapolis, Dallas, and San Francisco.               2001 Monetary policy  Home | News and eventsAccessibilityLast update: September 17, 2001The Federal Open Market Committee decided today to lower its target for the federal funds rate by 50 basis points to 3 percent.  In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 2-1/2 percent.  The Federal Reserve will continue to supply unusually large volumes of liquidity to the financial markets, as needed, until more normal market functioning is restored.  As a consequence, the FOMC recognizes that the actual federal funds rate may be below its target on occasion in these unusual circumstances.	Even before the tragic events of last week, employment, production, and business spending remained weak, and last week's events have the potential to damp spending further.Nonetheless, the long-term prospects for productivity growth and the economy remain favorable and should become evident once the unusual forces restraining demand abate. For the foreseeable future, the Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness.	In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Richmond, Chicago, Minneapolis, Dallas, and San Francisco.               2001 Monetary policy "
40,"October 2, 2001","For immediate releaseThe Federal Open Market Committee decided today to lower its target for the federal funds rate by 50 basis points to 2-1/2 percent. In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 2 percent.The terrorist attacks have significantly heightened uncertainty in an economy that was already weak.  Business and household spending as a consequence are being further damped.  Nonetheless, the long-term prospects for productivity growth and the economy remain favorable and should become evident once the unusual forces restraining demand abate. The Committee continues to believe that, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.       In taking the discount rate action, the Federal Reserve Board approved requests         submitted by the Boards of Directors of the Federal Reserve Banks of Boston,         New York, Cleveland, Richmond, Atlanta, St. Louis, Kansas City and San         Francisco.                       2001 Monetary policy        Home | News and eventsAccessibilityLast update: October 2, 2001The Federal Open Market Committee decided today to lower its target for the federal funds rate by 50 basis points to 2-1/2 percent. In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 2 percent.The terrorist attacks have significantly heightened uncertainty in an economy that was already weak.  Business and household spending as a consequence are being further damped.  Nonetheless, the long-term prospects for productivity growth and the economy remain favorable and should become evident once the unusual forces restraining demand abate. The Committee continues to believe that, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.       In taking the discount rate action, the Federal Reserve Board approved requests         submitted by the Boards of Directors of the Federal Reserve Banks of Boston,         New York, Cleveland, Richmond, Atlanta, St. Louis, Kansas City and San         Francisco.                       2001 Monetary policy       "
41,"November 6, 2001","For immediate releaseThe Federal Open Market Committee decided today to lower its target for the federal funds rate by 50 basis points to 2 percent. In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 1-1/2 percent.Heightened uncertainty and concerns about a deterioration in business conditions both here and abroad are damping economic activity. For the foreseeable future, then, the Committee continues to believe that, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness. Although the necessary reallocation of resources to enhance security may restrain advances in productivity for a time, the long-term prospects for productivity growth and the economy remain favorable and should become evident once the unusual forces restraining demand abate.	In taking the discount rate action, the Federal Reserve Board approved the request submitted by the Board of Directors of the Federal Reserve Bank of Richmond.2001 Monetary policy  Home | News and eventsAccessibility       Last update: November 6, 2001        The Federal Open Market Committee decided today to lower its target for the federal funds rate by 50 basis points to 2 percent. In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 1-1/2 percent.Heightened uncertainty and concerns about a deterioration in business conditions both here and abroad are damping economic activity. For the foreseeable future, then, the Committee continues to believe that, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness. Although the necessary reallocation of resources to enhance security may restrain advances in productivity for a time, the long-term prospects for productivity growth and the economy remain favorable and should become evident once the unusual forces restraining demand abate.	In taking the discount rate action, the Federal Reserve Board approved the request submitted by the Board of Directors of the Federal Reserve Bank of Richmond.2001 Monetary policy "
42,"December 11, 2001","For immediate releaseThe Federal Open Market Committee decided today to lower its target for the federal funds rate by 25 basis points to 1-3/4 percent. In a related action, the Board of Governors approved a 25 basis point reduction in the discount rate to 1-1/4 percent. Economic activity remains soft, with underlying inflation likely to edge lower from relatively modest levels.  To be sure, weakness in demand shows signs of abating, but those signs are preliminary and tentative.  The Committee continues to believe that, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.Although the necessary reallocation of resources to enhance security may restrain advances in productivity for a time, the long-term prospects for productivity growth and the economy remain favorable and should become evident once the unusual forces restraining demand abate. In taking the discount rate action, the Federal Reserve Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Chicago and San Francisco. 2001 Monetary policy  Home | News and eventsAccessibility       Last update: December 11, 2001          The Federal Open Market Committee decided today to lower its target for the federal funds rate by 25 basis points to 1-3/4 percent. In a related action, the Board of Governors approved a 25 basis point reduction in the discount rate to 1-1/4 percent. Economic activity remains soft, with underlying inflation likely to edge lower from relatively modest levels.  To be sure, weakness in demand shows signs of abating, but those signs are preliminary and tentative.  The Committee continues to believe that, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.Although the necessary reallocation of resources to enhance security may restrain advances in productivity for a time, the long-term prospects for productivity growth and the economy remain favorable and should become evident once the unusual forces restraining demand abate. In taking the discount rate action, the Federal Reserve Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Chicago and San Francisco. 2001 Monetary policy "
43,"February 2, 2000","For immediate releaseThe Federal Open Market Committee voted today to raise its target for the federal funds rate by 25 basis points to 5-3/4 percent.  In a related action, the Board of Governors approved a 25 basis point increase in the discount rate to 5-1/4 percent.  The Committee remains concerned that over time increases in demand will continue to exceed the growth in potential supply, even after taking account of the pronounced rise in productivity growth.  Such trends could foster inflationary imbalances that would undermine the economy's record economic expansion.  Against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the Committee believes the risks are weighted mainly toward conditions that may generate heightened inflation pressures in the foreseeable future.	In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Kansas City and San Francisco.  The discount rate is the rate charged depository institutions when they borrow short-term adjustment credit from their district Federal Reserve Banks. The Federal Open Market Committee voted today to raise its target for the federal funds rate by 25 basis points to 5-3/4 percent.  In a related action, the Board of Governors approved a 25 basis point increase in the discount rate to 5-1/4 percent.  The Committee remains concerned that over time increases in demand will continue to exceed the growth in potential supply, even after taking account of the pronounced rise in productivity growth.  Such trends could foster inflationary imbalances that would undermine the economy's record economic expansion.  Against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the Committee believes the risks are weighted mainly toward conditions that may generate heightened inflation pressures in the foreseeable future.	In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Kansas City and San Francisco.  The discount rate is the rate charged depository institutions when they borrow short-term adjustment credit from their district Federal Reserve Banks.2000 Monetary policy "
44,"March 21, 2000","For immediate releaseThe Federal Open Market Committee voted today to raise its target for the federal funds rate by 25 basis points to 6 percent. In a related action, the Board of Governors approved a 25 basis point increase in the discount rate to 5-1/2 percent. Economic conditions and considerations addressed by the Committee are essentially the same as when the Committee met in February. The Committee remains concerned that increases in demand will continue to exceed the growth in potential supply, which could foster inflationary imbalances that would undermine the economy's record economic expansion. Against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the Committee believes the risks are weighted mainly toward conditions that may generate heightened inflation pressures in the foreseeable future. In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City and San Francisco. The discount rate is the rate charged depository institutions when they borrow short-term adjustment credit from their district Federal Reserve Banks.  The Federal Open Market Committee voted today to raise its target for the federal funds rate by 25 basis points to 6 percent. In a related action, the Board of Governors approved a 25 basis point increase in the discount rate to 5-1/2 percent. Economic conditions and considerations addressed by the Committee are essentially the same as when the Committee met in February. The Committee remains concerned that increases in demand will continue to exceed the growth in potential supply, which could foster inflationary imbalances that would undermine the economy's record economic expansion. Against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the Committee believes the risks are weighted mainly toward conditions that may generate heightened inflation pressures in the foreseeable future. In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City and San Francisco. The discount rate is the rate charged depository institutions when they borrow short-term adjustment credit from their district Federal Reserve Banks.  2001 Monetary policy "
45,"May 16, 2000","For immediate releaseThe Federal Open Market Committee voted today to raise its target for the federal funds rate by 50 basis points to 6-1/2 percent.  In a related action, the Board of Governors approved a 50 basis point increase in the discount rate to 6 percent.Increases in demand have remained in excess of even the rapid pace of productivity-driven gains in potential supply, exerting continued pressure on resources.  The Committee is concerned that this disparity in the growth of demand and potential supply will continue, which could foster inflationary imbalances that would undermine the economy's outstanding performance.Against the background of its long-term goals of price stability and sustainable economic growth and of the information already available, the Committee believes the risks are weighted mainly toward conditions that may generate heightened inflation pressures in the foreseeable future.	In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, Cleveland, Richmond, and San Francisco.  The discount rate is the rate charged depository institutions when they borrow short-term adjustment credit from their district Federal Reserve Banks. The Federal Open Market Committee voted today to raise its target for the federal funds rate by 50 basis points to 6-1/2 percent.  In a related action, the Board of Governors approved a 50 basis point increase in the discount rate to 6 percent.Increases in demand have remained in excess of even the rapid pace of productivity-driven gains in potential supply, exerting continued pressure on resources.  The Committee is concerned that this disparity in the growth of demand and potential supply will continue, which could foster inflationary imbalances that would undermine the economy's outstanding performance.Against the background of its long-term goals of price stability and sustainable economic growth and of the information already available, the Committee believes the risks are weighted mainly toward conditions that may generate heightened inflation pressures in the foreseeable future.	In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, Cleveland, Richmond, and San Francisco.  The discount rate is the rate charged depository institutions when they borrow short-term adjustment credit from their district Federal Reserve Banks.2000 Monetary policy "
46,"June 28, 2000","For immediate releaseThe Federal Open Market Committee at its meeting today decided to maintain the existing stance of monetary policy, keeping its target for the federal funds rate at 6-1/2 percent.  Recent data suggest that the expansion of aggregate demand may be moderating toward a pace closer to the rate of growth of the economy's potential to produce.  Although core measures of prices are rising slightly faster than a year ago, continuing rapid advances in productivity have been containing costs and holding down underlying price pressures.   Nonetheless, signs that growth in demand is moving to a sustainable pace are still tentative and preliminary, and the utilization of the pool of available workers remains at an unusually high level.In these circumstances, and against the background of its long-term goals of price stability and sustainable economic growth and of the information currently available, the Committee believes the risks continue to be weighted mainly toward conditions that may generate heightened inflation pressures in the foreseeable future. The Federal Open Market Committee at its meeting today decided to maintain the existing stance of monetary policy, keeping its target for the federal funds rate at 6-1/2 percent.  Recent data suggest that the expansion of aggregate demand may be moderating toward a pace closer to the rate of growth of the economy's potential to produce.  Although core measures of prices are rising slightly faster than a year ago, continuing rapid advances in productivity have been containing costs and holding down underlying price pressures.   Nonetheless, signs that growth in demand is moving to a sustainable pace are still tentative and preliminary, and the utilization of the pool of available workers remains at an unusually high level.In these circumstances, and against the background of its long-term goals of price stability and sustainable economic growth and of the information currently available, the Committee believes the risks continue to be weighted mainly toward conditions that may generate heightened inflation pressures in the foreseeable future.2000 Monetary policy "
47,"August 22, 2000","For immediate release	The Federal Open Market Committee at its meeting today decided to maintain the existing stance of monetary policy, keeping its target for the federal funds rate at 6-1/2 percent.	Recent data have indicated that the expansion of aggregate demand is moderating toward a pace closer to the rate of growth of the economy's potential to produce.  The data also have indicated that more rapid advances in productivity have been raising that potential growth rate as well as containing costs and holding down underlying price pressures.	Nonetheless, the Committee remains concerned about the risk of a continuing gap between the growth of demand and potential supply at a time when the utilization of the pool of available workers remains at an unusually high level.	Against the background of its long-term goals of price stability and sustainable economic growth and of the information currently available, the Committee believes the risks continue to be weighted mainly toward conditions that may generate heightened inflation pressures in the foreseeable future. 	The Federal Open Market Committee at its meeting today decided to maintain the existing stance of monetary policy, keeping its target for the federal funds rate at 6-1/2 percent.	Recent data have indicated that the expansion of aggregate demand is moderating toward a pace closer to the rate of growth of the economy's potential to produce.  The data also have indicated that more rapid advances in productivity have been raising that potential growth rate as well as containing costs and holding down underlying price pressures.	Nonetheless, the Committee remains concerned about the risk of a continuing gap between the growth of demand and potential supply at a time when the utilization of the pool of available workers remains at an unusually high level.	Against the background of its long-term goals of price stability and sustainable economic growth and of the information currently available, the Committee believes the risks continue to be weighted mainly toward conditions that may generate heightened inflation pressures in the foreseeable future.2000 Monetary policy "
48,"October 3, 2000","For immediate releaseThe Federal Open Market Committee at its meeting today decided to maintain the existing stance of monetary policy, keeping its target for the federal funds rate at 6-1/2 percent.Recent data have indicated that the expansion of aggregate demand has moderated to a pace closer to the enhanced rate of growth of the economy's potential to produce. The more rapid advances in productivity also continue to help contain costs and hold down underlying price pressures.  However, the utilization of the pool of available workers remains at an unusually high level. Moreover, the increase in energy prices, though having limited effect on core measures of prices to date, poses a risk of raising inflation expectations.  The subdued behavior of those expectations so far has contributed importantly to maintaining an environment conducive to maximum sustainable growth.  Against the background of its long-term goals of price stability and sustainable economic growth and of the information currently available, the Committee believes the risks continue to be weighted mainly toward conditions that may generate heightened inflation pressures in the future.   The Federal Open Market Committee at its meeting today decided to maintain the existing stance of monetary policy, keeping its target for the federal funds rate at 6-1/2 percent.Recent data have indicated that the expansion of aggregate demand has moderated to a pace closer to the enhanced rate of growth of the economy's potential to produce. The more rapid advances in productivity also continue to help contain costs and hold down underlying price pressures.  However, the utilization of the pool of available workers remains at an unusually high level. Moreover, the increase in energy prices, though having limited effect on core measures of prices to date, poses a risk of raising inflation expectations.  The subdued behavior of those expectations so far has contributed importantly to maintaining an environment conducive to maximum sustainable growth.  Against the background of its long-term goals of price stability and sustainable economic growth and of the information currently available, the Committee believes the risks continue to be weighted mainly toward conditions that may generate heightened inflation pressures in the future.  2000 Monetary policy "
49,"November 15, 2000","For immediate releaseThe Federal Open Market Committee at its meeting today decided to maintain the existing stance of monetary policy, keeping its target for the federal funds rate at 6-1/2 percent. The utilization of the pool of available workers remains at an unusually high level, and the increase in energy prices, though having limited effect on core measures of prices to date, still harbors the possibility of raising inflation expectations. The Committee, accordingly, continues to see a risk of heightened inflation pressures. However, softening in business and household demand and tightening conditions in financial markets over recent months suggest that the economy could expand for a time at a pace below the productivity-enhanced rate of growth of its potential to produce.    Nonetheless, to date the easing of demand pressures has not been sufficient to warrant a change in the Committee's judgment that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks continue to be weighted mainly toward conditions that may generate heightened inflation pressures in the foreseeable future.  The Federal Open Market Committee at its meeting today decided to maintain the existing stance of monetary policy, keeping its target for the federal funds rate at 6-1/2 percent. The utilization of the pool of available workers remains at an unusually high level, and the increase in energy prices, though having limited effect on core measures of prices to date, still harbors the possibility of raising inflation expectations. The Committee, accordingly, continues to see a risk of heightened inflation pressures. However, softening in business and household demand and tightening conditions in financial markets over recent months suggest that the economy could expand for a time at a pace below the productivity-enhanced rate of growth of its potential to produce.    Nonetheless, to date the easing of demand pressures has not been sufficient to warrant a change in the Committee's judgment that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks continue to be weighted mainly toward conditions that may generate heightened inflation pressures in the foreseeable future. 2000 Monetary policy "
50,"December 19, 2000","For immediate releaseThe Federal Open Market Committee at its meeting today decided to maintain the existing stance of monetary policy, keeping its target for the federal funds rate at 6-1/2 percent. The drag on demand and profits from rising energy costs, as well as eroding consumer confidence, reports of substantial shortfalls in sales and earnings, and stress in some segments of the financial markets suggest that economic growth may be slowing further.  While some inflation risks persist, they are diminished by the more moderate pace of economic activity and by the absence of any indication that longer-term inflation expectations have increased.  The Committee will continue to monitor closely the evolving economic situation.  Against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the Committee consequently believes that the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.   The Federal Open Market Committee at its meeting today decided to maintain the existing stance of monetary policy, keeping its target for the federal funds rate at 6-1/2 percent. The drag on demand and profits from rising energy costs, as well as eroding consumer confidence, reports of substantial shortfalls in sales and earnings, and stress in some segments of the financial markets suggest that economic growth may be slowing further.  While some inflation risks persist, they are diminished by the more moderate pace of economic activity and by the absence of any indication that longer-term inflation expectations have increased.  The Committee will continue to monitor closely the evolving economic situation.  Against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the Committee consequently believes that the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.  2000 Monetary policy "
51,"May 18, 1999","For immediate releaseThe Federal Reserve released the following statement after today's Federal Open Market Committee meeting:		While the FOMC did not take action today to alter the stance of monetary policy, the Committee was concerned about the potential for a buildup of inflationary imbalances that could undermine the favorable performance of the economy and therefore adopted a directive that is tilted toward the possibility of a  firming in the stance of monetary policy.  Trend increases in costs and core prices have generally remained quite subdued.  But domestic financial markets have recovered and foreign economic prospects have improved since the easing of monetary policy last fall.  Against the background of already-tight domestic labor markets and ongoing strength in demand in excess of productivity gains, the Committee recognizes the need to be alert to developments over coming months that might indicate that financial conditions may no longer be consistent with containing inflation. 		While the FOMC did not take action today to alter the stance of monetary policy, the Committee was concerned about the potential for a buildup of inflationary imbalances that could undermine the favorable performance of the economy and therefore adopted a directive that is tilted toward the possibility of a  firming in the stance of monetary policy.  Trend increases in costs and core prices have generally remained quite subdued.  But domestic financial markets have recovered and foreign economic prospects have improved since the easing of monetary policy last fall.  Against the background of already-tight domestic labor markets and ongoing strength in demand in excess of productivity gains, the Committee recognizes the need to be alert to developments over coming months that might indicate that financial conditions may no longer be consistent with containing inflation.1999 Monetary policy "
52,"June 30, 1999","For immediate release	The Federal Open Market Committee today voted to raise its target for the federal funds rate 25 basis points to 5 percent.  Last fall the Committee reduced interest rates to counter a significant seizing-up of financial markets in the United States. Since then much of the financial strain has eased, foreign economies have firmed, and economic activity in the United States has moved forward at a brisk pace.  Accordingly, the full degree of adjustment is judged no longer necessary.	Labor markets have continued to tighten over recent quarters, but strengthening productivity growth has contained inflationary pressures.	Owing to the uncertain resolution of the balance of conflicting forces in the economy going forward, the FOMC has chosen to adopt a directive that includes no predilection about near-term policy action.  The Committee, nonetheless, recognizes that in the current dynamic environment it must be especially alert to the emergence, or potential emergence, of inflationary forces that could undermine economic growth. 	Labor markets have continued to tighten over recent quarters, but strengthening productivity growth has contained inflationary pressures.	Owing to the uncertain resolution of the balance of conflicting forces in the economy going forward, the FOMC has chosen to adopt a directive that includes no predilection about near-term policy action.  The Committee, nonetheless, recognizes that in the current dynamic environment it must be especially alert to the emergence, or potential emergence, of inflationary forces that could undermine economic growth.1999 Monetary policy "
53,"August 24, 1999","For immediate releaseThe Federal Open Market Committee today voted to raise its target for the federal funds rate by 25 basis points to 5-1/4 percent.  In a related action, the Board of Governors approved a 25 basis point increase in the discount rate to 4-3/4 percent.  	  With financial markets functioning more normally, and with persistent strength in domestic demand, foreign economies firming and labor markets remaining very tight,  the degree of monetary ease required to address the global financial market turmoil of last fall is no longer consistent with sustained, noninflationary,  economic expansion.   	Today's increase in the federal funds rate, together with the policy action in June and the firming of conditions more generally in U.S. financial markets over recent months, should markedly diminish the risk of rising inflation going forward.  As a consequence, the directive the Federal Open Market Committee adopted is symmetrical with regard to the outlook for policy over the near term.	In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Kansas City,  and San Francisco.  The discount rate is the interest rate that is charged depository institutions when they borrow from their district Federal Reserve Banks.  	  With financial markets functioning more normally, and with persistent strength in domestic demand, foreign economies firming and labor markets remaining very tight,  the degree of monetary ease required to address the global financial market turmoil of last fall is no longer consistent with sustained, noninflationary,  economic expansion.   	Today's increase in the federal funds rate, together with the policy action in June and the firming of conditions more generally in U.S. financial markets over recent months, should markedly diminish the risk of rising inflation going forward.  As a consequence, the directive the Federal Open Market Committee adopted is symmetrical with regard to the outlook for policy over the near term.	In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Kansas City,  and San Francisco.  The discount rate is the interest rate that is charged depository institutions when they borrow from their district Federal Reserve Banks. 1999 Monetary policy "
